Committee ID,Committee Name,Org type,Smaller Categories,Larger Categories,source,Connected Organization,country of origin
C00542092,CONCHO RESOURCES INC. PAC,C,Oil/Gas,Fossil Fuels,https://www.bloomberg.com/profile/company/CXO:US,"CONCHO RESOURCES, INC.",
C00542365,"TOYOTA MOTOR NORTH AMERICA, INC POLITICAL ACTION COMMITTEE (TOYOTA/LEXUS PAC)",C,,Auto,https://finance.yahoo.com/quote/TM/profile?p=TM,,
C00543371,BIOMARIN PHARMACEUTICAL INC. POLITICAL ACTION COMMITTEE AKA BIOMARIN PAC,C,Pharmaceutical,Health Care,https://finance.yahoo.com/quote/BMRN/profile?p=BMRN,BIOMARIN PHARMACEUTICAL INC.,
C00544817,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY FEDERAL POLITICAL ACTION COMMITTEE (STATE FARM FEDERAL PAC),W,Insurance,Wall Street,,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,
C00544841,CAROLINA NEUROSURGERY AND SPINE ASSOCIATES P A PAC,C,,Health Care,https://www.cnsa.com/about-us,,
C00546101,NEWS CORPORATION POLITICAL ACTION COMMITTEE (NEWS CORP PAC),C,,Broadcasting,https://finance.yahoo.com/quote/NWSA/profile?p=NWSA,,
C00546119,SELECT MEDICAL CORPORATION PAC,C,,Health Care,https://www.selectmedical.com/select-medical-history/,SELECT MEDICAL CORPORATION,
C00546234,LEIDOS INC. POLITICAL ACTION COMMITTEE,C,,Defense,https://finance.yahoo.com/quote/LDOS/profile?p=LDOS,"LEIDOS, INC.",
C00546473,BOMBARDIER TRANSPORTATION (GLOBAL) USA INC./BOMBARDIER AEROSPACE (HOLDINGS) USA INC. PAC(BOMBARDIER PAC),C,,Machinery,https://rail.bombardier.com/en/about-us/worldwide-presence/united-states/en.html,BOMBARDIER TRANSPORTATION (GLOBAL) USA,Canada
C00548248,ACCENTCARE INC PAC,C,,Health Care,https://accentcare.com/,,
C00549162,"KPH HEALTHCARE SERVICES, INC. POLITICAL ACTION COMMITTEE",C,Pharmaceutical,Health Care,https://www.kphhealthcareservices.com/en/,,
C00549717,7 - ELEVEN INC PAC,C,,Food & Beverage,,,
C00550889,SELECTIVE INSURANCE COMPANY OF AMERICA POLITICAL ACTION COMMITTEE,C,Insurance,Wall Street,https://finance.yahoo.com/quote/SIGI/profile?p=SIGI,,
C00551184,"CONTINENTAL RESOURCES, INC. POLITICAL ACTION COMMITTEE",C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/CLR/profile?p=CLR,,
C00551812,ALLIANCE DATA SYSTEMS CORPORATION PAC,C,Credit,Wall Street,https://finance.yahoo.com/quote/ADS/profile?p=ADS,,
C00552679,HOWMET AEROSPACE INC. EMPLOYEES VOLUNTARY POLITICAL ACTION COMMITTEE,C,,Machinery,https://www.howmet.com/,HOWMET AEROSPACE INC.,
C00552778,LIVE OAK BANK POLITICAL ACTION COMMITTEE,C,,Banking ,,,
C00553099,MR. COOPER GROUP INC. PAC-FKA NATIONSTAR MORGAGE HOLDINGS INC. PAC,C,,Banking,https://www.mrcoopergroup.com/,MR. COOPER GROUP INC.,
C00553834,OTSUKA AMERICA PHARMACEUTICAL INC. POLITICAL ACTION COMMITTEE (OTSUKA US PAC),W,Pharmaceutical,Health Care,https://finance.yahoo.com/quote/OTSKY/profile?p=OTSKY,"OTSUKA AMERICA PHARMACEUTICAL, INC",Japan
C00553966,"YELP, INC. POLITICAL ACTION COMMITTEE",C,Internet,Big Tech,https://finance.yahoo.com/quote/YELP/profile?p=YELP,"YELP, INC.",
C00554444,"ONE GAS, INC. POLITICAL ACTION COMMITTEE",C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/OGS/profile?p=OGS,ONE GAS INC.,
C00557298,"MIMEDX GROUP, INC. PAC",C,,Health Care,https://www.mimedx.com/products/epifix/,"MIMEDX GROUP, INC.",
C00557322,HESS CORPORATION POLITICAL ACTION COMMITTEE (HESS PAC),C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/HES/profile?p=HES,HESS CORPORATION,
C00558668,ULTRA ELECTRONICS USA GROUP INC PAC (ULTRA ELECTRONICS USA PAC OR UEUSA PAC),C,,Defense,https://www.wsj.com/articles/u-k-probes-suspected-corruption-at-defense-contractor-1524150043?tesla=y,,UK
C00558700,ROTHMAN INSTITUTE PAC,C,,Health Care,https://rothmanortho.com/,ROTHMAN INSTITUTE,
C00558718,GENIE ENERGY POLITICAL ACTION COMMITTEE,C,Electric Utility,Fossil Fuels,https://finance.yahoo.com/quote/GNE/profile?p=GNE,,
C00558759,PDC ENERGY INC PAC,C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/PDCE/profile?p=PDCE,,
C00558932,MAXIM HEALTHCARE SERVICES INC POLITICAL ACTION COMMITTEE (MAXIM HEALTHCARE PAC),C,,Health Care,https://www.linkedin.com/company/maxim-healthcare-group,"MAXIM HEALTHCARE SERVICES, INC.",
C00559294,BEAZER HOMES USA INC POLITICAL ACTION COMMITTEE (BEAZER HOMES PAC),C,,Construction,https://finance.yahoo.com/quote/BZH/profile?p=BZH,"BEAZER HOMES USA, INC.",
C00560839,"PULTEGROUP, INC. POLITICAL ACTION COMMITTEE (PULTE PAC)",C,,Construction,https://finance.yahoo.com/quote/PHM/profile?p=PHM,,
C00561647,"FIDELITY NATIONAL INFORMATION SYSTEMS, INC. GOOD GOVERNMENT FUND (FIS GOOD GOVERNMENT FUND)",C,,Banking,https://finance.yahoo.com/quote/FIS/profile?p=FIS,"FIDELITY NATIONAL INFORMATION SYSTEMS, INC.",
C00562264,"REGENERON PHARMACEUTICALS, INC. PAC",C,Pharmaceutical,Health Care,https://www.forbes.com/companies/regeneron-pharmaceuticals/?sh=6b75fae14509,,
C00562546,NOVOCURE INC. PAC,C,,Health Care,https://finance.yahoo.com/quote/NVCR/profile?p=NVCR,NOVOCURE INC.,
C00562660,SINCLAIR BROADCAST GROUP PAC,C,,Broadcasting,https://finance.yahoo.com/quote/SBGI/profile?p=SBGI,,
C00563072,"COEUR MINING, INC. PAC",C,,Mining,,"COEUR MINING, INC.",
C00564195,ALASKA COMMUNICATIONS FEDERAL PAC,C,Telecom,Big Tech,https://www.alaskacommunications.com/Business,NONE,
C00564807,TAYLOR MORRISON INC. BUILDING STRONG BUSINESS PAC,C,,Construction,https://finance.yahoo.com/quote/TMHC/profile?p=TMHC,TAYLOR MORRISON INC.,
C00565309,"MITSUBISHI POWER AMERICAS, INC. POLITICAL ACTION COMMITTEE",C,,Machinery,https://finance.yahoo.com/quote/TMHC/profile?p=TMHC,"MITSUBISHI POWER AMERICAS, INC.",
C00567388,"NEXSTAR MEDIA GROUP, INC. POLITICAL ACTION COMMITTEE (NEXSTAR PAC)",C,,Broadcasting,https://finance.yahoo.com/quote/NXST/profile?p=NXST,"NEXSTAR MEDIA GROUP, INC.",
C00569152,MALLINCKRODT LLC POLITICAL ACTION COMMITTEE,C,Pharmaceutical,Health Care,https://www.mallinckrodt.com/products/,,
C00569285,"SIRIUS XM RADIO INC. AND PANDORA MEDIA, LLC PAC (SIRIUSXM PANDORA PAC)",C,,Broadcasting,https://finance.yahoo.com/quote/SIRI/profile?p=SIRI,,
C00570044,CIBC BANCORP US INC FEDERAL PAC,C,,Banking ,,CIBC BANK US,
C00570895,"ELEKTA HOLDINGS US, INC. POLITICAL ACTION COMMITTEE ('ELEKTAPAC')",C,,Health Care,https://www.elekta.com/company/regional/elekta-usa/,,Sweden
C00571125,EMPOWER - A GREAT-WEST LIFE & ANNUITY INSURANCE COMPANY POLITICAL ACTION COMMITTEE ('EMPOWER PAC'),C,Insurance,Wall Street,,,
C00571141,"UCB, INC. POLITICAL ACTION COMMITTEE",C,Pharmaceutical,Health Care,https://www.ucb.com/our-products/,,
C00571240,BRAVO AG GROUP POLITICAL ACTION COMMITTEE INC,C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/OGNG/profile?p=OGNG,,
C00572156,VISTA OUTDOOR INC. POLITICAL ACTION COMMITTEE (A/K/A VISTA OUTDOOR PAC),C,,Travel & Leisure,https://vistaoutdoor.com/brands/,VISTA OUTDOOR INC.,
C00572479,GLOBAL ATLANTIC FINANCIAL GROUP LIMITED POLITICAL ACTION COMMITTEE,C,Insurance,Wall Street,https://www.globalatlantic.com/,GLOBAL ATLANTIC FINANCIAL GROUP LIMITED POLITICAL ACTION COMMITTEE,
C00574103,"U.S. ANESTHESIA PARTNERS, INC. PAC D/B/A/ USAP PAC",C,,Health Care,https://www.usap.com/about/who-we-are,"U.S. ANESTHESIA PARTNERS, INC.",
C00577072,"BABCOCK & WILCOX ENTERPRISES, INC. POLITICAL ACTION COMMITTEE",C,,Machinery,https://www.babcock.com/products,,
C00577155,APEX CLEAN ENERGY INC PAC,C,"Wind, Solar",Energy,,,
C00579359,"TELADOC HEALTH, INC. POLITICAL ACTION COMMITTEE",C,,Health Care,https://www.teladochealth.com/,,
C00579540,ALLY FINANCIAL INC. ADVOCACY POLITICAL ACTION COMMITTEE,C,Credit,Wall Street,,ALLY FINANCIAL INC.,
C00580076,SLM CORPORATION PAC (SALLIE MAE PAC),C,,Banking,https://finance.yahoo.com/quote/SLM/profile?p=SLM,SLM CORPORATION,
C00580225,"LENDMARK FINANCIAL SERVICES, LLC. LENDPAC (A.K.A. 'LENDPAC')",C,,Banking ,https://finance.yahoo.com/quote/LARK/profile?p=LARK,NONE,
C00580654,GULFPORT ENERGY CORPORATION POLITICAL ACTION COMMITTEE (GULFPORT ENERGY PAC),C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/GPOR/profile?p=GPOR,GULFPORT ENERGY CORPORATION,
C00580894,VAIL RESORTS EMPLOYEE POLITICAL ACTION COMMITTEE,C,,Travel & Leisure,https://finance.yahoo.com/quote/MTN/profile?p=MTN,,
C00581686,"PAYPAL HOLDINGS, INC PAC (PAYPAL PAC)",C,,Big Tech,https://finance.yahoo.com/quote/PYPL/profile?p=PYPL,"PAYPAL HOLDINGS, INC",
C00583336,"FISERV, INC. POLITICAL ACTION COMMITTEE (FISERV PAC)",C,,Banking,https://finance.yahoo.com/quote/FISV/profile?p=FISV,"FISERV, INC.",
C00586859,MORTGAGE GUARANTY INSURANCE CORPORATION POLITICAL ACTION COMMITTEE ('MGIC-PAC'),C,Insurance,Wall Street,,,
C00586917,VESTAS AMERICAN WIND TECHNOLOGY INC PAC,C,Wind,Energy,https://www.vestas.com/,VESTAS-AMERICAN WIND TECHNOLOGY INC,Denmark
C00589119,SYNCHRONY FINANCIAL EMPLOYEES POLITICAL ACTION COMMITTEE (SYNCPAC),C,,Banking,https://finance.yahoo.com/quote/SYF/profile?p=SYF,,
C00589663,SYSCO CORPORATION GOOD GOVERNMENT COMMITTEE,C,,Food & Beverage,https://finance.yahoo.com/quote/SYY/profile?p=SYY,SYSCO CORPORATION,
C00590315,SAMSUNG ELECTRONICS AMERICA INC POLITICAL ACTION COMMITTEE,C,,Big Tech,https://finance.yahoo.com/quote/SYY/profile?p=SYY,,
C00594127,W.R. GRACE & CO. POLITICAL ACTION COMMITTEE (GRACEPAC),C,,Chemicals,https://finance.yahoo.com/quote/GRA/profile?p=GRA,,
C00599084,PLAINS COTTON GROWERS INC. PAC,W,,Big Ag,https://plainscotton.org/,,
C00610154,BMO FINANCIAL CORPORATION GOOD GOVERNANCE FUND: GENERAL,C,,Banking,https://finance.yahoo.com/quote/BMO/profile?p=BMO,BMO FINANCIAL CORP,
C00611871,BMO FINANCIAL CORP GOOD GOVERNANCE FUND: FEDERAL (BMO PAC),C,,Banking,https://finance.yahoo.com/quote/BMO/profile?p=BMO,,
C00611897,DAIMLER NORTH AMERICA CORPORATION US EMPLOYEES PAC,C,,Auto,https://finance.yahoo.com/quote/DDAIF/profile?p=DDAIF,DAIMLER NORTH AMERICA CORPORATION,Germany
C00613133,MONROE ENERGY LLC FUELING THE CLIMB POLITICAL ACTION COMMITTEE,C,Electric Utility,Fossil Fuels,https://www.monroe-energy.com/who-we-are/,,
C00616938,"HAIER US APPLIANCE SOLUTIONS, INC., DBA GE APPLIANCES POLITICAL ACTION COMMITTEE",C,,Manufacturing,https://finance.yahoo.com/quote/HRSHF/profile?p=HRSHF,,China
C00617126,ALLONE HEALTH RESOURCES INC PAC; ALLONE HEALTH PAC,C,,Health Care,https://allonehealth.com/about-allone-health/,ALLONE HEALTH RESOURCES INC,
C00617944,"AMERICAN INTERNATIONAL GROUP, INC. EMPLOYEE STATE POLITICAL ACTION COMMITTEE",C,Insurance,Wall Street,https://finance.yahoo.com/quote/AIG/profile?p=AIG,,
C00620914,ENABLE MIDSTREAM SERVICES LLC POLITICAL ACTION COMMITTEE,C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/ENBL/profile?p=ENBL,,
C00621011,PLUG POWER INC PAC,C,,Machinery,https://finance.yahoo.com/quote/PLUG/profile?p=PLUG,PLUG POWER INC,
C00621987,"IEX GROUP, INC. PAC",C,,Wall Street,https://finance.yahoo.com/quote/IEX.AS/profile?p=IEX.AS,,Netherlands
C00622654,QUORUM HEALTH CORPORATION POLITICAL ACTION COMMITTEE,C,,Health Care,https://quorumhealth.com/about-us/,QUORUM HEALTH CORPORATION,
C00624148,"HORIZON THERAPEUTICS USA, INC. POLITICAL ACTION COMMITTEE  (HORIZON THERAPEUTICS PAC)",C,Pharmaceutical,Health Care,https://www.horizontherapeutics.com/medicines/portfolio,"HORIZON THERAPEUTICS USA, INC.",
C00624445,HEALTHCARE MEDIA OSTEOARTHRITIS RELIEF PAC,C,,Health Care,http://www.longevityphysiciansinsurance.com/,HEALTHCARE MEDIA OSTEOARTHRITIS RELIEF PAC,
C00625921,AAR CORP. PAC,C,,Defense,https://www.aarcorp.com/integrated-solutions/government-solutions/,AAR CORP.,
C00626176,AMTRUST FINANCIAL SERVICES INC. POLITICAL ACTION COMMITTEE,W,Insurance,Wall Street,https://finance.yahoo.com/quote/AFSIP/profile?p=AFSIP,,
C00626648,HP INC. POLITICAL ACTION COMMITTEE,C,,Big Tech,https://finance.yahoo.com/quote/HPQ/profile?p=HPQ,,
C00629527,CONDUENT INCORPORATED POLITICAL ACTION COMMITTEE (CNDT PAC),C,,Big Tech,https://finance.yahoo.com/quote/CNDT/profile?p=CNDT,CONDUENT INCORPORATED,
C00630350,"ESSENT US HOLDINGS, INC. POLITICAL ACTION COMMITTEE (ESSENTPAC)",C,,Wall Street,https://finance.yahoo.com/quote/ESNT/profile?p=ESNT,"ESSENT US HOLDINGS, INC.",Bermuda
C00634295,"LIVANOVA USA, INC. POLITICAL ACTION COMMITTEE (LIVANOVA PAC)",C,,Health Care,https://www.livanova.com/en-US/Home/Therapeutic-Areas.aspx,"LIVANOVA USA, INC.",UK
C00635516,TELLURIAN INC PAC,C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/TELL/profile?p=TELL,,
C00637322,PAR PACIFIC HOLDINGS INC PAC,C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/PARR/profile?p=PARR,"PAR PACIFIC HOLDINGS, INC",
C00638338,SIMON GROUP HOLDINGS 1 LLC PAC,C,,Fossil Fuels,https://simongroupholdings.com/about-us/,SIMON GROUP HOLDINGS I LLC,
C00638882,RIVER FINANCIAL CORPORATION (RFC) PAC,C,,Banking ,https://finance.yahoo.com/quote/RVRF/profile?p=RVRF,RIVER FINANCIAL  CORPORATION (RFC),
C00639245,"HORIZON HEALTHCARE SERVICES, INC.-HORIZON BCBSNJ FEDERAL PAC INC.",C,Health Insurance,Health Care,https://www.horizonblue.com/,BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC,
C00639260,US RENAL CARE PAC,C,,Health Care,https://www.usrenalcare.com/about/index.html,,
C00648345,"EMIGRANT BANCORP, INC. POLITICAL ACTION COMMITTEE",C,,Banking ,,"EMIGRANT BANCORP, INC.",
C00650598,"CONTURA ENERGY, INC. POLITICAL ACTION COMMITTEE",C,Coal,Fossil Fuels,https://www.prnewswire.com/news-releases/contura-energy-announces-upcoming-name-change-to-alpha-metallurgical-resources-inc-301212979.html,"CONTURA ENERGY, INC",
C00651265,LOUISIANA HEALTH SERVICE & INDEMNITY COMPANY DBA BLUE CROSS & BLUE SHIELD OF LOUISIANA PAC,W,Health Insurance,Health Care,,,
C00652842,ADVANSIX INC. POLITICAL ACTION COMMITTEE,C,,Chemicals,https://finance.yahoo.com/quote/ASIX/profile?p=ASIX,ADVANSIX INC.,
C00653014,"AMERICAN MULTI-CINEMA, INC. THEATRES (AMC THEATRES) POLITICAL ACTION COMMITTEE",C,,Travel & Leisure,https://finance.yahoo.com/quote/AMC/profile?p=AMC,"AMERICAN MULTI-CINEMA, INC.",
C00653477,"LINCARE HOLDINGS, INC. EMPLOYEE ACTION FUND",C,,Chemicals,https://finance.yahoo.com/quote/LIN/profile?p=LIN,LINDE NORTH AMERICA INC ALLIANCE FOR GOOD GOVERNMENT (LINDE PAC),UK
C00654590,"METABANK, N.A. POLITICAL ACTION COMMITTEE",C,,Banking ,,,
C00656835,CIRRUS DESIGN CORPORATION PAC AKA CIRRUS AIRCRAFT PAC,C,,Machinery,https://finance.yahoo.com/quote/CRUS/profile?p=CRUS,,
C00660027,"CONN APPLIANCES, INC. EMPLOYEES PAC (CONN'S PAC)",C,,Manufacturing,https://finance.yahoo.com/quote/CONN/profile?p=CONN,,
C00660175,MYRIAD GENETICS PAC,C,,Health Care,https://myriad.com/products-services/all-products/overview/,,
C00660894,GARMIN INTERNATIONAL INC POLITICAL ACTION COMMITTEE,C,,Big Tech,https://finance.yahoo.com/quote/GRMN/profile?p=GRMN,,
C00660902,CNX RESOURCES CORPORATION POLITICAL ACTION COMMITTEE (CNX PAC),C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/CNX/profile?p=CNX,,
C00662064,"BLUEBIRD BIO, INC. POLITICAL ACTION COMMITTEE (D/B/A BLUEBIRD BIO PAC)",C,,Health Care,https://finance.yahoo.com/quote/BLUE/profile?p=BLUE,"BLUEBIRD BIO, INC.",
C00662718,"SPARK THERAPEUTICS, INC. PAC (SPARK PAC)",C,Pharmaceutical,Health Care,https://sparktx.com/products/,,
C00662791,"ARBOR TRUST REALTY, INC. PAC",C,,Real Estate,https://arbor.com/our-brand/,,
C00666719,"ANNALY CAPITAL MANAGEMENT, INC. POLITICAL ACTION COMMITTEE",C,,Wall Street,https://www.annaly.com/our-company,,
C00666933,WARNER MUSIC INC. POLITICAL ACTION COMMITTEE,C,,Broadcasting,https://finance.yahoo.com/quote/WMG/profile?p=WMG,WARNER MUSIC INC.,
C00667824,GLOBALSTAR INC POLITICAL ACTION COMMITTEE,C,Telecom,Big Tech,https://finance.yahoo.com/quote/GSAT/profile?p=GSAT,"GLOBALSTAR, INC.",
C00668384,OPTION CARE HEALTH INC. PAC,C,,Health Care,https://optioncarehealth.com/about,,
C00669655,THE J.M. SMUCKER COMPANY PAC (SMUCKER PAC),C,,Food & Beverage,https://finance.yahoo.com/quote/SJM/profile?p=SJM,THE J.M. SMUCKER COMPANY,
C00670141,MAGNOLIA LNG LLC POLITICAL ACTION COMMITTEE,C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/MGY/profile?p=MGY,MAGNOLIA LNG LLC,
C00670331,"ALNYLAM PHARMACEUTICALS, INC. POLITICAL ACTION COMMITTEE (ALNYLAM PAC)",C,Pharmaceutical,Health Care,https://finance.yahoo.com/quote/ALNY/profile?p=ALNY,"ALNYLAM PHARMACEUTICALS, INC.",
C00674242,"JUUL LABS, INC. EMPLOYEES POLITICAL ACTION COMMITTEE (JLE PAC)",C,,Tobacco,,"JUUL LABS, INC.",
C00674465,THE GUARDIAN LIFE INSURANCE COMPANY OF AMERICA POLITICAL ACTION COMMITTEE - GENERAL (GUARDIAN LIFE P,C,Insurance,Wall Street,,,
C00677146,SUN LIFE FINANCIAL (U.S.) SERVICES COMPANY INC PAC   SUN LIFE PAC,C,Insurance,Wall Street,https://finance.yahoo.com/quote/SLF/profile?p=SLF,,Canada
C00679910,WYNDHAM HOTELS & RESORTS INC POLITICAL ACTION COMMITTEE,C,Hotels,Travel & Leisure,https://finance.yahoo.com/quote/WH/profile?p=WH,"WYNDHAM HOTELS & RESORTS, INC.",
C00679985,MCAFEE ACQUISITIONS CORP. POLITICAL ACTION COMMITTEE (A/K/A MCAFEE PAC),C,,Big Tech,https://finance.yahoo.com/quote/MCFE/profile?p=MCFE,,
C00680504,BROADCOM INC. POLITICAL ACTION COMMITTEE (BROADCOM PAC),C,,Big Tech,https://finance.yahoo.com/quote/AVGO/profile?p=AVGO,,
C00680561,SONY MUSIC ENTERTAINMENT EMPLOYEE ACTION FUND,C,,Broadcasting,https://finance.yahoo.com/quote/SNEJF/profile?p=SNEJF,,
C00680652,CONCERNED HEALTHCARE EXECUTIVES PAC,C,,Health Care,,NONE,
C00681437,HSBC NORTH AMERICA FEDERAL POLITICAL ACTION COMMITTEE (HSBC FEDERAL PAC),C,,Banking ,,HSBC NORTH AMERICA,
C00681718,CUMBERLAND PHARMACEUTICALS INC. HEALTH AND WELLNESS PAC,C,Pharmaceutical,Health Care,https://www.cumberlandpharma.com/our-products,,
C00682492,ONEMAIN HOLDINGS INC. PAC,C,,Banking,https://finance.yahoo.com/quote/OMF/profile?p=OMF,,
C00683235,WESTERN AGRICULTURAL PROCESSORS ASSOCIATION FEDERAL PAC,C,,Big Ag,https://agprocessors.org/,WESTERN AGRICULTURAL PROCESSORS ASSOCIATION,
C00683607,"HARMONY BIOSCIENCES, LLC PAC",C,Pharmaceutical,Health Care,https://finance.yahoo.com/quote/HRMY/profile?p=HRMY,"HARMONY BIOSCIENCES, LLC",
C00684126,AKEBIA THERAPEUTICS INC POLITICAL ACTION COMMITTEE,C,Pharmaceutical,Health Care,https://akebia.com/medicine/,AKEBIA THERAPEUTICS INC.,
C00685958,ASSURED GUARANTY MUNICIPAL CORP POLITICAL ACTION COMMITTEE,C,Insurance,Wall Street,https://finance.yahoo.com/quote/AGO/profile?p=AGO,,
C00686055,JACKSON HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY FEDERAL SSF (JACKSON NATIONAL FEDERAL PAC),C,Insurance,Wall Street,,JACKSON HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY,
C00686287,PLAINS ALL AMERICAN GP LLC PAC,C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/PAA/profile?p=PAA,,
C00686709,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC. POLITICAL ACTION COMMITTEE (KRATOS PAC)",C,,Defense,https://www.kratosdefense.com/,,
C00686881,"SOLEO HEALTH HOLDINGS, INC. PAC",C,,Health Care,https://www.soleohealth.com/,"SOLEO HEALTH HOLDINGS, INC.",
C00688606,EQUITRANS MIDSTREAM CORPORATIOIN PAC,C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/ETRN/profile?p=ETRN,,
C00689091,THE CARLYLE GROUP INC. PAC (AKA 'CARLYLE PAC'),C,,Wall Street,https://www.carlyle.com/,,
C00689380,"ARCOSA, INC. EMPLOYEE POLITICAL ACTION COMMITTEE",C,,Machinery,https://www.arcosa.com/construction-products/,,
C00689752,WAYFAIR LLC PAC,W,Internet,Big Tech,https://finance.yahoo.com/quote/W/profile?p=W,WAYFAIR LLC,
C00691634,"ADVANCED DRAINAGE SYSTEMS, INC. PAC",C,,Machinery,https://finance.yahoo.com/quote/WMS/profile?p=WMS,,
C00691972,ALLISON TRANSMISSION INC. POLITICAL ACTION COMMITTEE,C,,Auto,https://finance.yahoo.com/quote/ALSN/profile?p=ALSN,,
C00692384,LIVERAMP INC.'S COMMITTEE PROMOTING ETHICAL DATA USAGE (RAMPAC),C,,Big Tech,https://finance.yahoo.com/quote/RAMP/profile?p=RAMP,"LIVERAMP, INC.",
C00693002,FOX CORPORATION POLITICAL ACTION COMMITTEE (FOX PAC),C,,Broadcasting,https://finance.yahoo.com/quote/FOX/profile?p=FOX,FOX CORPORATION,
C00693390,"BELL AMBULANCE, INC. EMPLOYEES PAC",C,,Health Care,https://www.264bell.com/,,
C00695304,DROPBOX INC PAC,C,,Big Tech,https://finance.yahoo.com/quote/DBX/profile?p=DBX,,
C00696476,"NMI HOLDINGS, INC. POLITICAL ACTION COMMITTEE (NMI PAC)",C,Insurance,Wall Street,https://finance.yahoo.com/quote/NMIH/profile?p=NMIH,"NMI HOLDINGS, INC.",
C00697409,"IPSEN BIOPHARMACEUTICALS, INC. POLITICAL ACTION COMMITTEE (""IPSEN PAC"")",C,Pharmaceutical,Health Care,https://www.ipsen.com/us/,,
C00697961,HEARTLAND COCA-COLA BOTTLING COMPANY EMPLOYEE PAC,C,,Food & Beverage,,,
C00698043,PRINCIPAL LIFE INSURANCE COMPANY STATE AND FEDERAL POLITICAL ACTION COMMITTEE (PRINCIPAL S PAC),C,Insurance,Wall Street,https://finance.yahoo.com/quote/PFG/profile?p=PFG,,
C00699157,"CLEAR CHANNEL OUTDOOR, LLC. PAC",C,,Broadcasting,https://finance.yahoo.com/quote/CCO/profile?p=CCO,"CLEAR CHANNEL OUTDOOR, LLC.",
C00699439,"ZILLOW GROUP, INC. POLITICAL ACTION COMMITTEE (ZG PAC)",C,,Big Tech,https://finance.yahoo.com/quote/Z/profile?p=Z,"ZILLOW GROUP, INC.",
C00700377,PRA GROUP INC. POLITICAL ACTION COMMITTEE (PRA GROUP PAC),C,,Banking,https://finance.yahoo.com/quote/PRAA/profile?p=PRAA,,
C00704965,"STERLING CONSTRUCTION COMPANY, INC. FEDERAL PAC",C,,Construction,https://finance.yahoo.com/quote/STRL/profile?p=STRL,,
C00705996,DIVERSIFIED GAS & OIL CORPORATION PAC,C,Oil/Gas,Fossil Fuels,https://www.div.energy/about-us,DIVERSIFIED GAS AND OIL CORPORATION,
C00708297,TRONOX INCOPORATED POLITICAL ACTION COMMITTEE,C,,Chemicals,https://finance.yahoo.com/quote/TROX/profile?p=TROX,,
C00709295,"USANA HEALTH SCIENCES, INC PAC",C,,Food & Beverage,https://finance.yahoo.com/quote/USNA/profile?p=USNA,"USANA HEALTH SCIENCES, INC.",
C00711747,"THE GREENBRIER COMPANIES, INC. PAC (AKA GREENBRIER PAC)",C,Railroads,Travel & Leisure,https://finance.yahoo.com/quote/GBX/profile?p=GBX,"THE GREENBRIER COMPANIES, INC.",
C00713669,GREEN PLAINS INC. PAC,C,,Chemicals,https://finance.yahoo.com/quote/GPRE/profile?p=GPRE,,
C00714303,US RADIOLOGY SPECIALISTS PAC,C,,Health Care,https://www.usradiology.com/,,
C00714329,TRANSDIGM GROUP INC. EMPLOYEE POLITICAL ACTION COMMITTEE,C,,Defense,https://finance.yahoo.com/quote/TDG/profile?p=TDG,,
C00716563,"KUSHCO HOLDINGS, INC. PAC (KUSHCO PAC)",C,,Packaging,https://finance.yahoo.com/quote/KSHB/profile?p=KSHB,"KUSHCO HOLDINGS, INC.",
C00717900,"PTC THERAPEUTICS, INC. POLITICAL ACTION COMMITTEE (PTC-PAC)",C,Pharmaceutical,Health Care,https://www.ptcbio.com/our-company/about/,,
C00718056,TENABLE INC POLITICAL ACTION COMMITTEE (TENABLE PAC),C,,Big Tech,https://finance.yahoo.com/quote/TENB/profile?p=TENB,TENABLE INC,
C00719393,"DISCOVERY COMMUNICATIONS, LLC PAC",C,,Broadcasting,https://finance.yahoo.com/quote/DISCA/profile?p=DISCA,,
C00720920,QUANTA SERVICES INC POLITICAL ACTION COMMITTEE,C,,Construction,https://finance.yahoo.com/quote/PWR/profile?p=PWR,"QUANTA SERVICES, INC.",
